Year,county,totpop,unemp,unemp_rate
2006,"Hennepin County, Minnesota",122719,342,0.278685452
2006,"Olmsted County, Minnesota",15713,47,0.299115382
2006,"Ramsey County, Minnesota",62381,0,0
2006,"St. Louis County, Minnesota",30795,161,0.522812145
2006,"Scott County, Minnesota",8054,0,0
2006,"Sherburne County, Minnesota",5995,0,0
2006,"Stearns County, Minnesota",16960,15,0.088443396
2006,"Washington County, Minnesota",19305,147,0.761460761
2006,"Wright County, Minnesota",9583,0,0
2006,"DeSoto County, Mississippi",12979,0,0
2006,"Harrison County, Mississippi",21773,0,0
2006,"Hinds County, Mississippi",26953,47,0.17437762
2006,"Jackson County, Mississippi",15311,129,0.842531513
2006,"Jones County, Mississippi",9874,0,0
2006,"Lauderdale County, Mississippi",10435,0,0
2006,"Lee County, Mississippi",9696,0,0
2006,"Madison County, Mississippi",9107,0,0
2006,"Rankin County, Mississippi",14615,0,0
2006,"Boone County, Missouri",13565,76,0.560265389
2006,"Buchanan County, Missouri",12394,0,0
2006,"Cape Girardeau County, Missouri",9850,0,0
2006,"Cass County, Missouri",11100,0,0
2006,"Christian County, Missouri",7611,0,0
2006,"Clay County, Missouri",22061,47,0.213045646
2006,"Cole County, Missouri",8601,0,0
2006,"Franklin County, Missouri",12633,0,0
2006,"Greene County, Missouri",35279,0,0
2006,"Jackson County, Missouri",80930,285,0.352156184
2006,"Jasper County, Missouri",15036,0,0
2006,"Jefferson County, Missouri",21694,158,0.728311976
2006,"Platte County, Missouri",7922,63,0.795253724
2006,"St. Charles County, Missouri",33449,0,0
2006,"St. Louis County, Missouri",140988,592,0.419893892
2006,"St. Louis city, Missouri",41116,113,0.274832182
2006,"Cascade County, Montana",11706,56,0.478387152
2006,"Flathead County, Montana",11344,0,0
2006,"Gallatin County, Montana",6506,0,0
2006,"Missoula County, Montana",11018,0,0
2006,"Yellowstone County, Montana",18607,0,0
2006,"Douglas County, Nebraska",52396,256,0.488586915
2006,"Lancaster County, Nebraska",27186,0,0
2006,"Sarpy County, Nebraska",10842,48,0.442722745
2006,"Clark County, Nevada",184647,609,0.329818519
2006,"Washoe County, Nevada",45230,193,0.426707937
2006,"Cheshire County, New Hampshire",10897,0,0
2006,"Grafton County, New Hampshire",12360,0,0
2006,"Hillsborough County, New Hampshire",43927,99,0.225373916
2006,"Merrimack County, New Hampshire",18056,99,0.548294196
2006,"Rockingham County, New Hampshire",32385,0,0
2006,"Strafford County, New Hampshire",13602,0,0
2006,"Atlantic County, New Jersey",36279,200,0.551283111
2006,"Bergen County, New Jersey",132341,192,0.145079756
2006,"Burlington County, New Jersey",57433,178,0.309926349
2006,"Camden County, New Jersey",62686,279,0.445075455
2006,"Cape May County, New Jersey",20020,0,0
2006,"Cumberland County, New Jersey",18958,39,0.205717903
2006,"Essex County, New Jersey",90877,689,0.758167633
2006,"Gloucester County, New Jersey",32647,73,0.223604006
2006,"Hudson County, New Jersey",65584,0,0
2006,"Hunterdon County, New Jersey",14237,0,0
2006,"Mercer County, New Jersey",43608,0,0
2006,"Middlesex County, New Jersey",94090,146,0.155170581
2006,"Monmouth County, New Jersey",80105,50,0.062418076
2006,"Morris County, New Jersey",61171,129,0.210884243
2006,"Ocean County, New Jersey",116212,438,0.376897394
2006,"Passaic County, New Jersey",58149,92,0.158214243
2006,"Salem County, New Jersey",9224,14,0.151777971
2006,"Somerset County, New Jersey",36558,0,0
2006,"Sussex County, New Jersey",15059,0,0
2006,"Union County, New Jersey",66488,196,0.294790037
2006,"Warren County, New Jersey",13879,23,0.165717991
2006,"Bernalillo County, New Mexico",72940,67,0.09185632
2006,"Dona Ana County, New Mexico",22313,0,0
2006,"McKinley County, New Mexico",6417,0,0
2006,"Sandoval County, New Mexico",12154,0,0
2006,"San Juan County, New Mexico",12291,0,0
2006,"Santa Fe County, New Mexico",17687,0,0
2006,"Valencia County, New Mexico",7099,0,0
2006,"Albany County, New York",40859,0,0
2006,"Bronx County, New York",140255,817,0.582510427
2006,"Broome County, New York",32260,81,0.251084935
2006,"Cattaraugus County, New York",12207,0,0
2006,"Cayuga County, New York",11498,0,0
2006,"Chautauqua County, New York",21351,44,0.206079341
2006,"Chemung County, New York",13428,0,0
2006,"Clinton County, New York",10559,0,0
2006,"Dutchess County, New York",36434,87,0.238787945
2006,"Erie County, New York",142556,49,0.034372457
2006,"Jefferson County, New York",13477,0,0
2006,"Kings County, New York",302060,610,0.201946633
2006,"Madison County, New York",9025,0,0
2006,"Monroe County, New York",97102,45,0.046343021
2006,"Nassau County, New York",195207,643,0.329393925
2006,"New York County, New York",205035,803,0.391640452
2006,"Niagara County, New York",33041,96,0.290548107
2006,"Oneida County, New York",36732,89,0.242295546
2006,"Onondaga County, New York",62261,133,0.213616871
2006,"Ontario County, New York",14382,0,0
2006,"Orange County, New York",37075,330,0.89008766
2006,"Oswego County, New York",14154,61,0.430973576
2006,"Putnam County, New York",10378,0,0
2006,"Queens County, New York",293918,1154,0.392626515
2006,"Rensselaer County, New York",19977,0,0
2006,"Richmond County, New York",56096,172,0.306617228
2006,"Rockland County, New York",36860,0,0
2006,"St. Lawrence County, New York",14647,0,0
2006,"Saratoga County, New York",25324,48,0.189543516
2006,"Schenectady County, New York",22978,0,0
2006,"Steuben County, New York",14798,18,0.121638059
2006,"Suffolk County, New York",182856,123,0.067266045
2006,"Sullivan County, New York",10473,50,0.477418123
2006,"Tompkins County, New York",9581,0,0
2006,"Ulster County, New York",24640,0,0
2006,"Warren County, New York",10576,61,0.57677761
2006,"Wayne County, New York",11772,0,0
2006,"Westchester County, New York",131330,442,0.336556765
2006,"Alamance County, North Carolina",19470,56,0.287621983
2006,"Brunswick County, North Carolina",17071,37,0.216741843
2006,"Buncombe County, North Carolina",33870,61,0.180100384
2006,"Burke County, North Carolina",12908,0,0
2006,"Cabarrus County, North Carolina",16627,0,0
2006,"Caldwell County, North Carolina",11275,33,0.292682927
2006,"Catawba County, North Carolina",20086,147,0.731853032
2006,"Cleveland County, North Carolina",13996,0,0
2006,"Craven County, North Carolina",14103,22,0.155995178
2006,"Cumberland County, North Carolina",27395,0,0
2006,"Davidson County, North Carolina",20387,0,0
2006,"Durham County, North Carolina",23047,0,0
2006,"Forsyth County, North Carolina",41711,45,0.10788521
2006,"Gaston County, North Carolina",24917,0,0
2006,"Guilford County, North Carolina",54073,556,1.028239602
2006,"Harnett County, North Carolina",9980,0,0
2006,"Henderson County, North Carolina",21180,66,0.311614731
2006,"Iredell County, North Carolina",17697,140,0.791094536
2006,"Johnston County, North Carolina",13492,0,0
2006,"Lincoln County, North Carolina",8402,0,0
2006,"Mecklenburg County, North Carolina",68480,0,0
2006,"Moore County, North Carolina",17924,0,0
2006,"Nash County, North Carolina",12399,12,0.096781999
2006,"New Hanover County, North Carolina",24231,42,0.173331683
2006,"Onslow County, North Carolina",11332,0,0
2006,"Orange County, North Carolina",11632,0,0
2006,"Pitt County, North Carolina",14354,0,0
2006,"Randolph County, North Carolina",17954,0,0
2006,"Robeson County, North Carolina",13081,0,0
2006,"Rockingham County, North Carolina",13813,0,0
2006,"Rowan County, North Carolina",19227,0,0
2006,"Surry County, North Carolina",11754,0,0
2006,"Union County, North Carolina",14381,48,0.333773729
2006,"Wake County, North Carolina",60127,72,0.119746536
2006,"Wayne County, North Carolina",13969,95,0.680077314
2006,"Wilkes County, North Carolina",10071,0,0
2006,"Wilson County, North Carolina",9765,51,0.522273425
2006,"Burleigh County, North Dakota",9751,64,0.656342939
2006,"Cass County, North Dakota",12980,0,0
2006,"Grand Forks County, North Dakota",6515,15,0.230237913
2006,"Allen County, Ohio",15022,0,0
2006,"Ashtabula County, Ohio",14978,0,0
2006,"Belmont County, Ohio",11768,0,0
2006,"Butler County, Ohio",38571,0,0
2006,"Clark County, Ohio",21674,189,0.87201255
2006,"Clermont County, Ohio",19839,0,0
2006,"Columbiana County, Ohio",16632,0,0
2006,"Cuyahoga County, Ohio",198137,528,0.266482282
2006,"Delaware County, Ohio",12611,51,0.404408849
2006,"Erie County, Ohio",12542,0,0
2006,"Fairfield County, Ohio",15342,0,0
2006,"Franklin County, Ohio",106761,407,0.381225354
2006,"Geauga County, Ohio",13499,56,0.414845544
2006,"Greene County, Ohio",19389,0,0
2006,"Hamilton County, Ohio",110147,159,0.144352547
2006,"Hancock County, Ohio",9806,0,0
2006,"Jefferson County, Ohio",13047,0,0
2006,"Lake County, Ohio",33986,0,0
2006,"Licking County, Ohio",19162,0,0
2006,"Lorain County, Ohio",38693,74,0.191249063
2006,"Lucas County, Ohio",56371,100,0.177396179
2006,"Mahoning County, Ohio",41869,0,0
2006,"Marion County, Ohio",9172,37,0.403401657
2006,"Medina County, Ohio",19086,51,0.267211569
2006,"Miami County, Ohio",14912,0,0
2006,"Montgomery County, Ohio",77976,67,0.085923874
2006,"Muskingum County, Ohio",12674,0,0
2006,"Portage County, Ohio",17764,0,0
2006,"Richland County, Ohio",18642,0,0
2006,"Ross County, Ohio",9673,8,0.082704435
2006,"Scioto County, Ohio",11385,69,0.606060606
2006,"Stark County, Ohio",58403,103,0.176360803
2006,"Summit County, Ohio",75450,49,0.064943671
2006,"Trumbull County, Ohio",35247,192,0.544727211
2006,"Tuscarawas County, Ohio",14278,0,0
2006,"Warren County, Ohio",19030,82,0.430898581
2006,"Wayne County, Ohio",15285,66,0.431795878
2006,"Wood County, Ohio",14145,83,0.586779781
2006,"Canadian County, Oklahoma",10379,0,0
2006,"Cleveland County, Oklahoma",21178,45,0.212484654
2006,"Comanche County, Oklahoma",11972,145,1.211159372
2006,"Creek County, Oklahoma",10100,85,0.841584158
2006,"Muskogee County, Oklahoma",10964,0,0
2006,"Oklahoma County, Oklahoma",85147,149,0.174991485
2006,"Payne County, Oklahoma",8185,0,0
2006,"Pottawatomie County, Oklahoma",9825,0,0
2006,"Rogers County, Oklahoma",9813,72,0.733720575
2006,"Tulsa County, Oklahoma",69179,100,0.144552538
2006,"Wagoner County, Oklahoma",7102,0,0
2006,"Benton County, Oregon",8807,0,0
2006,"Clackamas County, Oregon",44649,0,0
2006,"Deschutes County, Oregon",20105,0,0
2006,"Douglas County, Oregon",20151,0,0
2006,"Jackson County, Oregon",32066,0,0
2006,"Josephine County, Oregon",16847,0,0
2006,"Klamath County, Oregon",10051,72,0.716346632
2006,"Lane County, Oregon",47503,121,0.254720754
2006,"Linn County, Oregon",16437,98,0.596215854
2006,"Marion County, Oregon",35669,69,0.193445289
2006,"Multnomah County, Oregon",71167,213,0.299296022
2006,"Polk County, Oregon",10997,0,0
2006,"Umatilla County, Oregon",9038,70,0.774507634
2006,"Washington County, Oregon",45705,0,0
2006,"Yamhill County, Oregon",10959,0,0
2006,"Adams County, Pennsylvania",13895,0,0
2006,"Allegheny County, Pennsylvania",207977,226,0.108665862
2006,"Armstrong County, Pennsylvania",12992,0,0
2006,"Beaver County, Pennsylvania",31944,0,0
2006,"Berks County, Pennsylvania",55945,56,0.100098311
2006,"Blair County, Pennsylvania",21571,0,0
2006,"Bucks County, Pennsylvania",81879,128,0.15632824
2006,"Butler County, Pennsylvania",25957,64,0.246561621
2006,"Cambria County, Pennsylvania",27565,109,0.395428986
2006,"Centre County, Pennsylvania",15618,39,0.249711871
2006,"Chester County, Pennsylvania",57296,0,0
2006,"Clearfield County, Pennsylvania",14341,49,0.341677707
2006,"Columbia County, Pennsylvania",10281,0,0
2006,"Crawford County, Pennsylvania",13940,0,0
2006,"Cumberland County, Pennsylvania",33908,192,0.566238056
2006,"Dauphin County, Pennsylvania",35395,258,0.728916514
2006,"Delaware County, Pennsylvania",79064,144,0.182130932
2006,"Erie County, Pennsylvania",39509,156,0.394846744
2006,"Fayette County, Pennsylvania",25287,0,0
2006,"Franklin County, Pennsylvania",22754,0,0
2006,"Indiana County, Pennsylvania",13638,0,0
2006,"Lackawanna County, Pennsylvania",37735,0,0
2006,"Lancaster County, Pennsylvania",70898,131,0.18477249
2006,"Lawrence County, Pennsylvania",16819,14,0.083239194
2006,"Lebanon County, Pennsylvania",20536,0,0
2006,"Lehigh County, Pennsylvania",50153,105,0.20935936
2006,"Luzerne County, Pennsylvania",57237,17,0.029701067
2006,"Lycoming County, Pennsylvania",19159,0,0
2006,"Mercer County, Pennsylvania",20786,0,0
2006,"Monroe County, Pennsylvania",19108,0,0
2006,"Montgomery County, Pennsylvania",113831,316,0.277604519
2006,"Northampton County, Pennsylvania",42117,0,0
2006,"Northumberland County, Pennsylvania",16910,0,0
2006,"Philadelphia County, Pennsylvania",188433,853,0.452680794
2006,"Schuylkill County, Pennsylvania",26912,0,0
2006,"Somerset County, Pennsylvania",14382,14,0.097343902
2006,"Washington County, Pennsylvania",35129,28,0.079706226
2006,"Westmoreland County, Pennsylvania",66172,117,0.176811945
2006,"York County, Pennsylvania",55799,0,0
2006,"Kent County, Rhode Island",24726,86,0.34781202
2006,"Newport County, Rhode Island",12647,0,0
2006,"Providence County, Rhode Island",84435,257,0.304376147
2006,"Washington County, Rhode Island",17058,0,0
2006,"Aiken County, South Carolina",21537,0,0
2006,"Anderson County, South Carolina",25408,75,0.29518262
2006,"Beaufort County, South Carolina",25501,0,0
2006,"Berkeley County, South Carolina",14577,61,0.418467449
2006,"Charleston County, South Carolina",40380,155,0.383853393
2006,"Darlington County, South Carolina",8792,0,0
2006,"Dorchester County, South Carolina",10830,0,0
2006,"Florence County, South Carolina",16276,27,0.165888425
2006,"Greenville County, South Carolina",49909,234,0.468853313
2006,"Greenwood County, South Carolina",9271,0,0
2006,"Horry County, South Carolina",38716,191,0.493336088
2006,"Laurens County, South Carolina",9757,65,0.666188378
2006,"Lexington County, South Carolina",26934,11,0.040840573
2006,"Oconee County, South Carolina",12546,85,0.677506775
2006,"Orangeburg County, South Carolina",12743,12,0.094169348
2006,"Pickens County, South Carolina",14676,0,0
2006,"Richland County, South Carolina",33374,0,0
2006,"Spartanburg County, South Carolina",34819,79,0.226887619
2006,"Sumter County, South Carolina",13177,0,0
2006,"York County, South Carolina",21655,46,0.212422073
2006,"Minnehaha County, South Dakota",18844,0,0
2006,"Pennington County, South Dakota",12194,197,1.61554863
2006,"Anderson County, Tennessee",12104,0,0
2006,"Blount County, Tennessee",17104,146,0.853601497
2006,"Bradley County, Tennessee",12162,0,0
2006,"Davidson County, Tennessee",64932,498,0.7669562
2006,"Greene County, Tennessee",11088,0,0
2006,"Hamilton County, Tennessee",44244,110,0.248621282
2006,"Knox County, Tennessee",52285,0,0
2006,"Madison County, Tennessee",11751,0,0
2006,"Maury County, Tennessee",9272,0,0
2006,"Montgomery County, Tennessee",12602,0,0
2006,"Putnam County, Tennessee",9437,61,0.646391862
2006,"Rutherford County, Tennessee",18008,0,0
2006,"Sevier County, Tennessee",12011,0,0
2006,"Shelby County, Tennessee",90298,151,0.16722408
2006,"Sullivan County, Tennessee",25907,0,0
2006,"Sumner County, Tennessee",17011,0,0
2006,"Washington County, Tennessee",16810,0,0
2006,"Williamson County, Tennessee",13585,0,0
2006,"Wilson County, Tennessee",10991,0,0
2006,"Angelina County, Texas",11208,0,0
2006,"Bastrop County, Texas",6685,0,0
2006,"Bell County, Texas",23998,135,0.562546879
2006,"Bexar County, Texas",158437,592,0.373650094
2006,"Bowie County, Texas",11836,0,0
2006,"Brazoria County, Texas",25374,176,0.693623394
2006,"Brazos County, Texas",11413,0,0
2006,"Cameron County, Texas",42090,119,0.282727489
2006,"Collin County, Texas",45107,95,0.210610327
2006,"Comal County, Texas",14221,0,0
2006,"Coryell County, Texas",4531,0,0
2006,"Dallas County, Texas",195410,496,0.25382529
2006,"Denton County, Texas",30663,115,0.375044842
2006,"Ector County, Texas",13760,137,0.995639535
2006,"Ellis County, Texas",12673,47,0.370867198
2006,"El Paso County, Texas",75362,101,0.134019798
2006,"Fort Bend County, Texas",30865,252,0.816458772
2006,"Galveston County, Texas",30890,52,0.168339268
2006,"Grayson County, Texas",17558,0,0
2006,"Gregg County, Texas",15324,130,0.848342469
2006,"Guadalupe County, Texas",12316,0,0
2006,"Harris County, Texas",297327,1006,0.338348014
2006,"Hays County, Texas",10103,0,0
2006,"Henderson County, Texas",13747,12,0.087291773
2006,"Hidalgo County, Texas",65378,126,0.192725382
2006,"Hunt County, Texas",10375,67,0.645783133
2006,"Jefferson County, Texas",32956,57,0.172957883
2006,"Johnson County, Texas",15206,0,0
2006,"Kaufman County, Texas",8480,14,0.16509434
2006,"Liberty County, Texas",8224,0,0
2006,"Lubbock County, Texas",28591,40,0.139904166
2006,"McLennan County, Texas",27972,174,0.622050622
2006,"Midland County, Texas",14397,0,0
2006,"Montgomery County, Texas",35720,184,0.515117581
2006,"Nueces County, Texas",37083,40,0.107866138
2006,"Orange County, Texas",11975,0,0
2006,"Parker County, Texas",11630,193,1.65950129
2006,"Potter County, Texas",14196,0,0
2006,"Randall County, Texas",11986,0,0
2006,"Smith County, Texas",28103,57,0.202825321
2006,"Tarrant County, Texas",139707,663,0.474564625
2006,"Taylor County, Texas",16309,0,0
2006,"Tom Green County, Texas",14510,276,1.902136458
2006,"Travis County, Texas",62861,359,0.571101319
2006,"Victoria County, Texas",11122,158,1.420607804
2006,"Webb County, Texas",18429,0,0
2006,"Wichita County, Texas",16467,57,0.346146839
2006,"Williamson County, Texas",28634,0,0
2006,"Cache County, Utah",7414,0,0
2006,"Davis County, Utah",21307,46,0.215891491
2006,"Salt Lake County, Utah",81888,266,0.324833919
2006,"Utah County, Utah",30214,43,0.142318131
2006,"Washington County, Utah",21457,0,0
2006,"Weber County, Utah",21541,0,0
2006,"Chittenden County, Vermont",15659,43,0.274602465
2006,"Albemarle County, Virginia",11560,42,0.363321799
2006,"Arlington County, Virginia",19890,0,0
2006,"Augusta County, Virginia",9520,0,0
2006,"Bedford County, Virginia",7835,0,0
2006,"Chesterfield County, Virginia",22098,0,0
2006,"Fairfax County, Virginia",92662,125,0.13489888
2006,"Fauquier County, Virginia",7087,0,0
2006,"Frederick County, Virginia",7893,43,0.54478652
2006,"Hanover County, Virginia",11309,53,0.468653285
2006,"Henrico County, Virginia",35299,42,0.118983541
2006,"Loudoun County, Virginia",15385,0,0
2006,"Montgomery County, Virginia",7809,0,0
2006,"Prince William County, Virginia",20725,75,0.361881785
2006,"Roanoke County, Virginia",13629,0,0
2006,"Rockingham County, Virginia",10035,0,0
2006,"Spotsylvania County, Virginia",9747,0,0
2006,"Stafford County, Virginia",6775,50,0.73800738
2006,"Alexandria city, Virginia",14844,0,0
2006,"Chesapeake city, Virginia",20943,190,0.907224371
2006,"Hampton city, Virginia",16368,0,0
2006,"Lynchburg city, Virginia",13284,0,0
2006,"Newport News city, Virginia",18717,45,0.240423145
2006,"Norfolk city, Virginia",23166,60,0.259000259
2006,"Portsmouth city, Virginia",13067,0,0
2006,"Richmond city, Virginia",27514,0,0
2006,"Roanoke city, Virginia",15202,61,0.401262992
2006,"Suffolk city, Virginia",8440,0,0
2006,"Virginia Beach city, Virginia",42656,201,0.471211553
2006,"Benton County, Washington",17273,38,0.219996526
2006,"Chelan County, Washington",11034,50,0.453144825
2006,"Clallam County, Washington",15797,90,0.569728429
2006,"Clark County, Washington",42366,39,0.09205495
2006,"Cowlitz County, Washington",13265,0,0
2006,"Franklin County, Washington",4286,178,4.153056463
2006,"Grant County, Washington",8888,0,0
2006,"Grays Harbor County, Washington",10662,0,0
2006,"Island County, Washington",13850,60,0.433212996
2006,"King County, Washington",193853,419,0.21614316
2006,"Kitsap County, Washington",28021,0,0
2006,"Lewis County, Washington",11923,0,0
2006,"Pierce County, Washington",79962,190,0.237612866
2006,"Skagit County, Washington",16947,0,0
2006,"Snohomish County, Washington",62784,0,0
2006,"Spokane County, Washington",55340,0,0
2006,"Thurston County, Washington",27261,0,0
2006,"Whatcom County, Washington",22767,0,0
2006,"Yakima County, Washington",25883,183,0.707027779
2006,"Berkeley County, West Virginia",10375,0,0
2006,"Cabell County, West Virginia",15053,0,0
2006,"Harrison County, West Virginia",11331,0,0
2006,"Kanawha County, West Virginia",32024,47,0.146764926
2006,"Monongalia County, West Virginia",9009,0,0
2006,"Raleigh County, West Virginia",12726,0,0
2006,"Wood County, West Virginia",13991,0,0
2006,"Brown County, Wisconsin",26316,0,0
2006,"Dane County, Wisconsin",44289,72,0.162568584
2006,"Dodge County, Wisconsin",12057,0,0
2006,"Eau Claire County, Wisconsin",11652,86,0.738070717
2006,"Fond du Lac County, Wisconsin",14104,0,0
2006,"Jefferson County, Wisconsin",9997,0,0
2006,"Kenosha County, Wisconsin",17704,0,0
2006,"La Crosse County, Wisconsin",14293,0,0
2006,"Manitowoc County, Wisconsin",12725,0,0
2006,"Marathon County, Wisconsin",17253,48,0.278212485
2006,"Milwaukee County, Wisconsin",108652,142,0.130692486
2006,"Outagamie County, Wisconsin",19353,0,0
2006,"Ozaukee County, Wisconsin",12063,0,0
2006,"Portage County, Wisconsin",7546,0,0
2006,"Racine County, Wisconsin",23094,0,0
2006,"Rock County, Wisconsin",20089,0,0
2006,"St. Croix County, Wisconsin",7267,14,0.192651713
2006,"Sheboygan County, Wisconsin",15805,0,0
2006,"Walworth County, Wisconsin",12584,0,0
2006,"Washington County, Wisconsin",15295,0,0
2006,"Waukesha County, Wisconsin",49461,59,0.119285902
2006,"Winnebago County, Wisconsin",20076,0,0
2006,"Wood County, Wisconsin",12562,0,0
2006,"Laramie County, Wyoming",9750,0,0
2006,"Natrona County, Wyoming",8993,0,0
2007,"Baldwin County, Alabama",26994,66,0.244498778
2007,"Calhoun County, Alabama",16733,76,0.454192315
2007,"Cullman County, Alabama",11909,0,0
2007,"DeKalb County, Alabama",9202,0,0
2007,"Elmore County, Alabama",8411,0,0
2007,"Etowah County, Alabama",16041,51,0.317935291
2007,"Houston County, Alabama",13602,9,0.06616674
2007,"Jefferson County, Alabama",87277,162,0.185615913
2007,"Lauderdale County, Alabama",13803,48,0.347750489
2007,"Lee County, Alabama",10746,58,0.539735716
2007,"Limestone County, Alabama",8373,30,0.358294518
2007,"Madison County, Alabama",36973,46,0.124415114
2007,"Marshall County, Alabama",12859,0,0
2007,"Mobile County, Alabama",49414,119,0.240822439
2007,"Montgomery County, Alabama",26291,57,0.21680423
2007,"Morgan County, Alabama",15401,0,0
2007,"St. Clair County, Alabama",9521,16,0.168049575
2007,"Shelby County, Alabama",15404,0,0
2007,"Talladega County, Alabama",10947,0,0
2007,"Tuscaloosa County, Alabama",18976,0,0
2007,"Walker County, Alabama",10759,96,0.892276234
2007,"Anchorage Municipality, Alaska",17568,0,0
2007,"Fairbanks North Star Borough, Alaska",5093,0,0
2007,"Matanuska-Susitna Borough, Alaska",5501,0,0
2007,"Cochise County, Arizona",20594,0,0
2007,"Coconino County, Arizona",10530,0,0
2007,"Maricopa County, Arizona",417424,827,0.198119897
2007,"Mohave County, Arizona",40317,132,0.327405313
2007,"Navajo County, Arizona",12398,41,0.3306985
2007,"Pima County, Arizona",137837,140,0.101569245
2007,"Pinal County, Arizona",37344,0,0
2007,"Yavapai County, Arizona",46168,0,0
2007,"Yuma County, Arizona",32948,76,0.230666505
2007,"Benton County, Arkansas",23976,0,0
2007,"Craighead County, Arkansas",10231,0,0
2007,"Faulkner County, Arkansas",9551,0,0
2007,"Garland County, Arkansas",19184,63,0.328398666
2007,"Jefferson County, Arkansas",10227,0,0
2007,"Pulaski County, Arkansas",43574,324,0.743562675
2007,"Saline County, Arkansas",12203,0,0
2007,"Sebastian County, Arkansas",15700,0,0
2007,"Washington County, Arkansas",17542,0,0
2007,"White County, Arkansas",10275,48,0.467153285
2007,"Alameda County, California",155081,264,0.17023362
2007,"Butte County, California",32159,62,0.192792064
2007,"Contra Costa County, California",118244,152,0.128547749
2007,"El Dorado County, California",20282,40,0.197219209
2007,"Fresno County, California",86033,238,0.276638034
2007,"Humboldt County, California",16124,0,0
2007,"Imperial County, California",16350,108,0.660550459
2007,"Kern County, California",68162,0,0
2007,"Kings County, California",10718,0,0
2007,"Lake County, California",10260,0,0
2007,"Los Angeles County, California",1013339,2922,0.288353651
2007,"Madera County, California",14736,97,0.6582519
2007,"Marin County, California",36668,0,0
2007,"Mendocino County, California",12276,0,0
2007,"Merced County, California",22569,0,0
2007,"Monterey County, California",40651,104,0.255836265
2007,"Napa County, California",18988,183,0.963766589
2007,"Nevada County, California",16574,0,0
2007,"Orange County, California",323279,827,0.255816184
2007,"Placer County, California",47184,44,0.09325195
2007,"Riverside County, California",227420,623,0.273942485
2007,"Sacramento County, California",150930,137,0.090770556
2007,"San Bernardino County, California",161980,618,0.381528584
2007,"San Diego County, California",326903,795,0.243191405
2007,"San Francisco County, California",109887,475,0.432262233
2007,"San Joaquin County, California",65277,133,0.203747108
2007,"San Luis Obispo County, California",36962,0,0
2007,"San Mateo County, California",91732,114,0.124275062
2007,"Santa Barbara County, California",51383,192,0.373664442
2007,"Santa Clara County, California",182175,705,0.386990531
2007,"Santa Cruz County, California",25880,0,0
2007,"Shasta County, California",26972,165,0.611745514
2007,"Solano County, California",43058,104,0.241534674
2007,"Sonoma County, California",59581,76,0.127557443
2007,"Stanislaus County, California",50909,420,0.825001473
2007,"Sutter County, California",11198,0,0
2007,"Tulare County, California",38663,63,0.162946486
2007,"Ventura County, California",86243,205,0.237700451
2007,"Yolo County, California",18266,0,0
2007,"Yuba County, California",6213,0,0
2007,"Adams County, Colorado",32270,49,0.151843818
2007,"Arapahoe County, Colorado",52210,150,0.287301283
2007,"Boulder County, Colorado",24175,62,0.256463289
2007,"Denver County, Colorado",60889,90,0.147809949
2007,"Douglas County, Colorado",13096,0,0
2007,"El Paso County, Colorado",53331,69,0.12938066
2007,"Jefferson County, Colorado",58665,0,0
2007,"Larimer County, Colorado",28934,132,0.456210686
2007,"Mesa County, Colorado",20555,93,0.452444661
2007,"Pueblo County, Colorado",22749,0,0
2007,"Weld County, Colorado",18781,77,0.409988818
2007,"Fairfield County, Connecticut",116951,540,0.461731836
2007,"Hartford County, Connecticut",123476,395,0.319900224
2007,"Litchfield County, Connecticut",26931,134,0.497567859
2007,"Middlesex County, Connecticut",22968,0,0
2007,"New Haven County, Connecticut",115770,561,0.484581498
2007,"New London County, Connecticut",34498,90,0.260884689
2007,"Tolland County, Connecticut",15887,0,0
2007,"Windham County, Connecticut",13984,74,0.529176201
2007,"Kent County, Delaware",18480,130,0.703463203
2007,"New Castle County, Delaware",61337,113,0.184228117
2007,"Sussex County, Delaware",34737,0,0
2007,"District of Columbia, District of Columbia",71455,267,0.373661745
2007,"Alachua County, Florida",23448,23,0.098089389
2007,"Bay County, Florida",22650,110,0.485651214
2007,"Brevard County, Florida",106559,231,0.216781314
2007,"Broward County, Florida",250454,560,0.223593953
2007,"Charlotte County, Florida",48180,152,0.315483603
2007,"Citrus County, Florida",40964,53,0.129381896
2007,"Clay County, Florida",17727,211,1.190274722
2007,"Collier County, Florida",76653,109,0.142199262
2007,"Duval County, Florida",86781,304,0.350307095
2007,"Escambia County, Florida",42898,0,0
2007,"Flagler County, Florida",20056,51,0.254287994
2007,"Hernando County, Florida",42617,0,0
2007,"Highlands County, Florida",30282,0,0
2007,"Hillsborough County, Florida",133378,208,0.155947758
2007,"Indian River County, Florida",33016,51,0.15447056
2007,"Lake County, Florida",78352,235,0.299928528
2007,"Lee County, Florida",127090,101,0.079471241
2007,"Leon County, Florida",21376,0,0
2007,"Manatee County, Florida",69094,114,0.164992619
2007,"Marion County, Florida",74828,182,0.243224461
2007,"Martin County, Florida",36513,114,0.312217566
2007,"Miami-Dade County, Florida",341525,1607,0.470536564
2007,"Monroe County, Florida",12319,0,0
2007,"Nassau County, Florida",10137,0,0
2007,"Okaloosa County, Florida",23587,0,0
2007,"Orange County, Florida",99531,103,0.103485346
2007,"Osceola County, Florida",27420,130,0.474106492
2007,"Palm Beach County, Florida",271705,850,0.312839293
